question_id,chunks,final_correct,error_chunks,error_fraction,first_error_chunk_id,first_error_index,zero_to_one_flip,transition_pattern,judge_confidence_mean,judge_confidence_min,low_confidence_chunks_lt_0p6
42,36,True,1,0.027777777777777776,17,17,True,"1->0,0->1",0.9972222222222222,0.9,0
43,19,True,0,0.0,,,False,constant,1.0,1.0,0
44,29,True,1,0.034482758620689655,4,4,True,"1->0,0->1",0.996551724137931,0.9,0
45,23,True,0,0.0,,,False,constant,1.0,1.0,0
46,23,True,0,0.0,,,False,constant,1.0,1.0,0
47,16,True,0,0.0,,,False,constant,1.0,1.0,0
48,21,True,0,0.0,,,False,constant,1.0,1.0,0
49,12,True,0,0.0,,,False,constant,1.0,1.0,0
50,25,False,14,0.56,11,11,False,1->0,0.996,0.9,0
51,38,True,0,0.0,,,False,constant,1.0,1.0,0
52,21,True,1,0.047619047619047616,3,3,True,"1->0,0->1",0.9952380952380951,0.9,0
53,19,True,1,0.05263157894736842,16,16,True,"1->0,0->1",1.0,1.0,0
54,23,True,0,0.0,,,False,constant,1.0,1.0,0
55,19,True,0,0.0,,,False,constant,1.0,1.0,0
56,24,True,1,0.041666666666666664,3,3,True,"1->0,0->1",1.0,1.0,0
57,25,True,0,0.0,,,False,constant,1.0,1.0,0
58,21,True,0,0.0,,,False,constant,1.0,1.0,0
59,16,True,0,0.0,,,False,constant,1.0,1.0,0
60,22,True,9,0.4090909090909091,10,10,True,"1->0,0->1,1->0",0.9590909090909087,0.9,0
61,28,True,2,0.07142857142857142,4,4,True,"1->0,0->1,1->0,0->1",1.0,1.0,0
62,20,True,0,0.0,,,False,constant,1.0,1.0,0
63,21,False,8,0.38095238095238093,10,10,True,"1->0,0->1,1->0",0.9809523809523807,0.9,0
64,19,True,1,0.05263157894736842,9,9,True,"1->0,0->1",1.0,1.0,0
65,19,True,0,0.0,,,False,constant,1.0,1.0,0
66,27,True,1,0.037037037037037035,5,5,True,"1->0,0->1",0.9962962962962962,0.9,0
67,34,True,0,0.0,,,False,constant,1.0,1.0,0
68,31,True,0,0.0,,,False,constant,1.0,1.0,0
69,19,True,0,0.0,,,False,constant,1.0,1.0,0
70,11,True,0,0.0,,,False,constant,1.0,1.0,0
71,15,True,0,0.0,,,False,constant,1.0,1.0,0
72,33,True,0,0.0,,,False,constant,1.0,1.0,0
73,17,False,12,0.7058823529411765,2,2,True,"1->0,0->1,1->0",0.9470588235294116,0.9,0
74,21,True,0,0.0,,,False,constant,1.0,1.0,0
75,27,True,0,0.0,,,False,constant,1.0,1.0,0
76,24,True,0,0.0,,,False,constant,1.0,1.0,0
77,15,True,0,0.0,,,False,constant,1.0,1.0,0
78,19,True,1,0.05263157894736842,3,3,True,"1->0,0->1",0.994736842105263,0.9,0
79,11,True,0,0.0,,,False,constant,1.0,1.0,0
80,18,True,0,0.0,,,False,constant,1.0,1.0,0
81,30,False,26,0.8666666666666667,4,4,False,1->0,1.0,1.0,0
82,18,True,0,0.0,,,False,constant,1.0,1.0,0
83,20,True,0,0.0,,,False,constant,1.0,1.0,0
84,14,True,0,0.0,,,False,constant,1.0,1.0,0
85,21,True,0,0.0,,,False,constant,1.0,1.0,0
86,22,True,2,0.09090909090909091,3,3,True,"1->0,0->1,1->0,0->1",1.0,1.0,0
87,19,True,1,0.05263157894736842,4,4,True,"1->0,0->1",1.0,1.0,0
88,13,True,0,0.0,,,False,constant,1.0,1.0,0
89,19,True,0,0.0,,,False,constant,1.0,1.0,0
90,31,False,20,0.6451612903225806,11,11,False,1->0,0.9677419354838708,0.9,0
91,19,True,0,0.0,,,False,constant,1.0,1.0,0
92,30,True,13,0.43333333333333335,6,6,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0",0.9866666666666666,0.9,0
93,27,True,1,0.037037037037037035,6,6,True,"1->0,0->1",1.0,1.0,0
94,15,True,0,0.0,,,False,constant,1.0,1.0,0
95,37,False,27,0.7297297297297297,4,4,True,"1->0,0->1,1->0",0.9513513513513512,0.9,0
96,24,True,1,0.041666666666666664,19,19,True,"1->0,0->1",1.0,1.0,0
97,58,False,22,0.3793103448275862,33,33,True,"1->0,0->1,1->0",0.960344827586207,0.5,1
98,29,True,0,0.0,,,False,constant,1.0,1.0,0
99,28,False,14,0.5,14,14,False,1->0,0.9678571428571426,0.9,0
100,24,True,0,0.0,,,False,constant,1.0,1.0,0
101,18,True,1,0.05555555555555555,3,3,True,"1->0,0->1",0.9944444444444444,0.9,0
102,25,True,0,0.0,,,False,constant,1.0,1.0,0
103,20,False,2,0.1,18,18,False,1->0,0.9899999999999999,0.9,0
104,15,True,0,0.0,,,False,constant,1.0,1.0,0
105,16,True,2,0.125,6,6,True,"1->0,0->1",1.0,1.0,0
106,19,True,0,0.0,,,False,constant,1.0,1.0,0
107,37,True,0,0.0,,,False,constant,1.0,1.0,0
108,27,True,3,0.1111111111111111,2,2,True,"1->0,0->1,1->0,0->1",1.0,1.0,0
109,17,True,2,0.11764705882352941,3,3,True,"1->0,0->1,1->0,0->1",0.9941176470588234,0.9,0
110,22,True,0,0.0,,,False,constant,1.0,1.0,0
111,22,True,0,0.0,,,False,constant,1.0,1.0,0
112,26,True,6,0.23076923076923078,17,17,True,"1->0,0->1",1.0,1.0,0
113,16,True,1,0.0625,4,4,True,"1->0,0->1",1.0,1.0,0
114,20,True,0,0.0,,,False,constant,1.0,1.0,0
115,51,False,3,0.058823529411764705,48,48,False,1->0,0.9941176470588234,0.9,0
116,42,False,5,0.11904761904761904,37,37,False,1->0,0.9976190476190476,0.9,0
117,26,True,0,0.0,,,False,constant,1.0,1.0,0
118,27,False,15,0.5555555555555556,12,12,False,1->0,0.948148148148148,0.9,0
119,16,True,0,0.0,,,False,constant,1.0,1.0,0
120,24,True,0,0.0,,,False,constant,1.0,1.0,0
121,41,True,0,0.0,,,False,constant,1.0,1.0,0
122,23,True,9,0.391304347826087,10,10,True,"1->0,0->1,1->0,0->1",0.9913043478260868,0.9,0
123,38,True,0,0.0,,,False,constant,1.0,1.0,0
124,26,True,0,0.0,,,False,constant,1.0,1.0,0
125,24,True,0,0.0,,,False,constant,1.0,1.0,0
126,15,True,0,0.0,,,False,constant,1.0,1.0,0
127,31,True,0,0.0,,,False,constant,1.0,1.0,0
128,18,False,10,0.5555555555555556,8,8,False,1->0,1.0,1.0,0
129,23,False,9,0.391304347826087,14,14,False,1->0,0.9608695652173909,0.9,0
130,27,True,0,0.0,,,False,constant,1.0,1.0,0
131,28,True,0,0.0,,,False,constant,1.0,1.0,0
132,16,True,1,0.0625,9,9,True,"1->0,0->1",0.99375,0.9,0
133,15,True,0,0.0,,,False,constant,1.0,1.0,0
134,32,False,18,0.5625,3,3,True,"1->0,0->1,1->0",0.984375,0.9,0
135,19,True,0,0.0,,,False,constant,1.0,1.0,0
136,28,True,0,0.0,,,False,constant,1.0,1.0,0
137,15,True,0,0.0,,,False,constant,1.0,1.0,0
138,22,True,11,0.5,11,11,False,1->0,0.9499999999999996,0.9,0
139,20,True,0,0.0,,,False,constant,1.0,1.0,0
140,23,True,0,0.0,,,False,constant,1.0,1.0,0
141,19,True,0,0.0,,,False,constant,1.0,1.0,0
142,40,False,14,0.35,24,24,True,"1->0,0->1,1->0",0.9649999999999999,0.9,0
143,26,False,19,0.7307692307692307,7,7,False,1->0,0.9961538461538461,0.9,0
144,19,True,4,0.21052631578947367,2,2,True,"1->0,0->1,1->0,0->1,1->0,0->1",0.9894736842105264,0.9,0
145,19,True,0,0.0,,,False,constant,1.0,1.0,0
146,20,True,1,0.05,0,0,True,0->1,0.9949999999999999,0.9,0
147,15,True,1,0.06666666666666667,7,7,True,"1->0,0->1",1.0,1.0,0
148,17,True,4,0.23529411764705882,4,4,True,"1->0,0->1,1->0,0->1",0.9764705882352942,0.9,0
149,28,True,0,0.0,,,False,constant,1.0,1.0,0
150,18,True,0,0.0,,,False,constant,1.0,1.0,0
151,16,True,0,0.0,,,False,constant,1.0,1.0,0
152,18,True,0,0.0,,,False,constant,1.0,1.0,0
153,24,True,0,0.0,,,False,constant,1.0,1.0,0
154,30,True,0,0.0,,,False,constant,1.0,1.0,0
155,26,True,0,0.0,,,False,constant,1.0,1.0,0
156,25,True,0,0.0,,,False,constant,1.0,1.0,0
157,25,True,0,0.0,,,False,constant,1.0,1.0,0
158,17,True,0,0.0,,,False,constant,1.0,1.0,0
159,20,False,4,0.2,7,7,True,"1->0,0->1,1->0",1.0,1.0,0
160,22,True,0,0.0,,,False,constant,1.0,1.0,0
161,20,True,2,0.1,12,12,True,"1->0,0->1",0.99,0.9,0
162,32,True,0,0.0,,,False,constant,1.0,1.0,0
163,25,True,0,0.0,,,False,constant,1.0,1.0,0
164,22,True,0,0.0,,,False,constant,1.0,1.0,0
165,19,True,0,0.0,,,False,constant,1.0,1.0,0
166,15,True,0,0.0,,,False,constant,1.0,1.0,0
167,27,False,7,0.25925925925925924,13,13,True,"1->0,0->1",0.974074074074074,0.9,0
168,35,True,1,0.02857142857142857,24,24,True,"1->0,0->1",0.9971428571428571,0.9,0
169,20,True,0,0.0,,,False,constant,1.0,1.0,0
170,14,True,0,0.0,,,False,constant,1.0,1.0,0
171,22,True,2,0.09090909090909091,3,3,True,"1->0,0->1,1->0,0->1",0.9954545454545454,0.9,0
172,15,True,0,0.0,,,False,constant,1.0,1.0,0
173,21,True,6,0.2857142857142857,15,15,False,1->0,1.0,1.0,0
174,17,False,14,0.8235294117647058,2,2,True,"1->0,0->1,1->0",0.9882352941176471,0.9,0
175,44,False,3,0.06818181818181818,41,41,False,1->0,0.993181818181818,0.9,0
176,16,True,1,0.0625,6,6,True,"1->0,0->1",1.0,1.0,0
177,31,False,7,0.22580645161290322,24,24,False,1->0,0.9935483870967741,0.9,0
178,43,True,2,0.046511627906976744,3,3,True,"1->0,0->1,1->0,0->1",1.0,1.0,0
179,22,False,5,0.22727272727272727,17,17,False,1->0,1.0,1.0,0
180,19,True,1,0.05263157894736842,4,4,True,"1->0,0->1",1.0,1.0,0
181,24,True,0,0.0,,,False,constant,1.0,1.0,0
182,28,True,0,0.0,,,False,constant,1.0,1.0,0
183,48,False,29,0.6041666666666666,19,19,False,1->0,0.9437500000000001,0.9,0
184,20,True,0,0.0,,,False,constant,1.0,1.0,0
185,18,True,0,0.0,,,False,constant,1.0,1.0,0
186,18,True,1,0.05555555555555555,15,15,True,"1->0,0->1",1.0,1.0,0
187,28,False,12,0.42857142857142855,15,15,True,"1->0,0->1,1->0",0.9714285714285713,0.9,0
188,15,True,0,0.0,,,False,constant,1.0,1.0,0
189,27,True,0,0.0,,,False,constant,1.0,1.0,0
190,15,True,0,0.0,,,False,constant,1.0,1.0,0
191,27,False,0,0.0,,,False,constant,1.0,1.0,0
192,37,True,0,0.0,,,False,constant,1.0,1.0,0
193,18,True,1,0.05555555555555555,11,11,True,"1->0,0->1",0.9944444444444444,0.9,0
194,36,True,0,0.0,,,False,constant,1.0,1.0,0
195,16,True,0,0.0,,,False,constant,1.0,1.0,0
196,12,True,0,0.0,,,False,constant,1.0,1.0,0
197,22,True,1,0.045454545454545456,6,6,True,"1->0,0->1",1.0,1.0,0
198,32,True,0,0.0,,,False,constant,1.0,1.0,0
199,14,True,0,0.0,,,False,constant,1.0,1.0,0
200,26,True,0,0.0,,,False,constant,1.0,1.0,0
201,23,True,0,0.0,,,False,constant,1.0,1.0,0
202,15,True,0,0.0,,,False,constant,1.0,1.0,0
203,16,True,0,0.0,,,False,constant,1.0,1.0,0
204,14,False,11,0.7857142857142857,3,3,False,1->0,0.9714285714285715,0.9,0
205,19,False,13,0.6842105263157895,6,6,False,1->0,1.0,1.0,0
206,31,True,0,0.0,,,False,constant,1.0,1.0,0
207,15,True,0,0.0,,,False,constant,1.0,1.0,0
208,11,True,0,0.0,,,False,constant,1.0,1.0,0
209,22,True,0,0.0,,,False,constant,1.0,1.0,0
210,30,True,1,0.03333333333333333,10,10,True,"1->0,0->1",1.0,1.0,0
211,22,True,1,0.045454545454545456,4,4,True,"1->0,0->1",1.0,1.0,0
212,39,False,28,0.717948717948718,11,11,False,1->0,0.9948717948717948,0.9,0
213,16,True,0,0.0,,,False,constant,1.0,1.0,0
214,16,False,11,0.6875,5,5,False,1->0,0.93125,0.9,0
215,23,True,0,0.0,,,False,constant,1.0,1.0,0
216,27,True,0,0.0,,,False,constant,1.0,1.0,0
217,53,True,0,0.0,,,False,constant,1.0,1.0,0
218,32,False,3,0.09375,4,4,True,"1->0,0->1,1->0,0->1,1->0,0->1",1.0,1.0,0
219,17,True,0,0.0,,,False,constant,1.0,1.0,0
220,31,True,0,0.0,,,False,constant,1.0,1.0,0
221,13,True,0,0.0,,,False,constant,1.0,1.0,0
222,16,True,0,0.0,,,False,constant,1.0,1.0,0
223,21,True,0,0.0,,,False,constant,1.0,1.0,0
224,26,True,0,0.0,,,False,constant,1.0,1.0,0
225,30,True,0,0.0,,,False,constant,1.0,1.0,0
226,22,True,0,0.0,,,False,constant,1.0,1.0,0
227,21,True,0,0.0,,,False,constant,1.0,1.0,0
228,27,False,2,0.07407407407407407,12,12,True,"1->0,0->1,1->0,0->1",1.0,1.0,0
229,26,False,0,0.0,,,False,constant,1.0,1.0,0
230,19,True,0,0.0,,,False,constant,1.0,1.0,0
231,35,False,27,0.7714285714285715,8,8,False,1->0,0.957142857142857,0.9,0
232,21,False,14,0.6666666666666666,7,7,False,1->0,1.0,1.0,0
233,15,True,0,0.0,,,False,constant,1.0,1.0,0
234,42,True,3,0.07142857142857142,5,5,True,"1->0,0->1,1->0,0->1,1->0,0->1",1.0,1.0,0
235,17,True,1,0.058823529411764705,3,3,True,"1->0,0->1",1.0,1.0,0
236,23,True,0,0.0,,,False,constant,1.0,1.0,0
237,22,False,13,0.5909090909090909,9,9,False,1->0,0.9409090909090906,0.9,0
238,19,True,1,0.05263157894736842,9,9,True,"1->0,0->1",1.0,1.0,0
239,29,True,0,0.0,,,False,constant,1.0,1.0,0
240,19,True,0,0.0,,,False,constant,1.0,1.0,0
241,30,True,0,0.0,,,False,constant,1.0,1.0,0
242,23,True,0,0.0,,,False,constant,1.0,1.0,0
243,19,True,8,0.42105263157894735,7,7,True,"1->0,0->1,1->0,0->1,1->0",0.9578947368421052,0.9,0
244,16,True,0,0.0,,,False,constant,1.0,1.0,0
245,19,True,0,0.0,,,False,constant,1.0,1.0,0
246,27,True,0,0.0,,,False,constant,1.0,1.0,0
247,22,True,14,0.6363636363636364,8,8,False,1->0,0.9409090909090906,0.9,0
248,25,True,2,0.08,7,7,True,"1->0,0->1,1->0,0->1",1.0,1.0,0
249,22,True,0,0.0,,,False,constant,1.0,1.0,0
250,17,True,0,0.0,,,False,constant,1.0,1.0,0
251,24,True,1,0.041666666666666664,14,14,True,"1->0,0->1",1.0,1.0,0
252,16,True,0,0.0,,,False,constant,1.0,1.0,0
253,30,True,0,0.0,,,False,constant,1.0,1.0,0
254,25,True,0,0.0,,,False,constant,1.0,1.0,0
255,17,True,0,0.0,,,False,constant,1.0,1.0,0
256,19,True,0,0.0,,,False,constant,1.0,1.0,0
257,31,True,2,0.06451612903225806,9,9,True,"1->0,0->1,1->0,0->1",1.0,1.0,0
258,25,True,0,0.0,,,False,constant,1.0,1.0,0
259,23,True,0,0.0,,,False,constant,1.0,1.0,0
260,20,True,0,0.0,,,False,constant,1.0,1.0,0
261,32,False,7,0.21875,8,8,True,"1->0,0->1,1->0",0.9906250000000001,0.9,0
262,27,False,20,0.7407407407407407,7,7,False,1->0,0.959259259259259,0.9,0
263,17,True,1,0.058823529411764705,11,11,True,"1->0,0->1",1.0,1.0,0
264,33,True,0,0.0,,,False,constant,1.0,1.0,0
265,20,True,0,0.0,,,False,constant,1.0,1.0,0
266,22,True,0,0.0,,,False,constant,1.0,1.0,0
267,37,True,0,0.0,,,False,constant,1.0,1.0,0
268,18,True,0,0.0,,,False,constant,1.0,1.0,0
269,16,True,0,0.0,,,False,constant,1.0,1.0,0
270,28,True,21,0.75,7,7,False,1->0,1.0,1.0,0
271,27,True,0,0.0,,,False,constant,1.0,1.0,0
272,15,True,0,0.0,,,False,constant,1.0,1.0,0
273,23,True,0,0.0,,,False,constant,1.0,1.0,0
274,29,True,0,0.0,,,False,constant,1.0,1.0,0
275,34,True,0,0.0,,,False,constant,1.0,1.0,0
276,28,True,0,0.0,,,False,constant,1.0,1.0,0
277,15,True,1,0.06666666666666667,12,12,True,"1->0,0->1",1.0,1.0,0
278,27,True,2,0.07407407407407407,9,9,True,"1->0,0->1,1->0,0->1",0.9962962962962962,0.9,0
279,29,True,0,0.0,,,False,constant,1.0,1.0,0
280,27,True,2,0.07407407407407407,3,3,True,"1->0,0->1,1->0,0->1",1.0,1.0,0
281,14,True,0,0.0,,,False,constant,1.0,1.0,0
282,16,False,6,0.375,3,3,True,"1->0,0->1",0.9624999999999999,0.9,0
283,21,True,0,0.0,,,False,constant,1.0,1.0,0
284,24,True,0,0.0,,,False,constant,1.0,1.0,0
285,17,True,0,0.0,,,False,constant,1.0,1.0,0
286,19,True,1,0.05263157894736842,6,6,True,"1->0,0->1",1.0,1.0,0
287,18,True,1,0.05555555555555555,8,8,True,"1->0,0->1",1.0,1.0,0
288,22,False,16,0.7272727272727273,6,6,False,1->0,0.9727272727272726,0.9,0
289,27,True,0,0.0,,,False,constant,1.0,1.0,0
290,58,False,34,0.5862068965517241,24,24,False,1->0,0.963793103448276,0.9,0
291,18,True,0,0.0,,,False,constant,1.0,1.0,0
292,17,True,0,0.0,,,False,constant,1.0,1.0,0
293,28,True,0,0.0,,,False,constant,1.0,1.0,0
294,16,True,0,0.0,,,False,constant,1.0,1.0,0
295,16,True,0,0.0,,,False,constant,1.0,1.0,0
296,15,False,2,0.13333333333333333,13,13,False,1->0,0.9866666666666667,0.9,0
297,23,True,0,0.0,,,False,constant,1.0,1.0,0
298,22,True,0,0.0,,,False,constant,1.0,1.0,0
299,24,True,0,0.0,,,False,constant,1.0,1.0,0
