question_id,chunks,final_correct,error_chunks,error_fraction,first_error_chunk_id,first_error_index,zero_to_one_flip,transition_pattern,judge_confidence_mean,judge_confidence_min,low_confidence_chunks_lt_0p6
70,14,True,7,0.5,2,2,True,"1->0,0->1,1->0,0->1",0.9857142857142858,0.9,0
71,15,True,0,0.0,,,False,constant,1.0,1.0,0
72,43,False,30,0.6976744186046512,2,2,True,"1->0,0->1,1->0,0->1,1->0",0.9976744186046511,0.9,0
73,11,True,0,0.0,,,False,constant,1.0,1.0,0
74,18,True,12,0.6666666666666666,2,2,True,"1->0,0->1,1->0,0->1",0.9333333333333333,0.9,0
75,21,False,1,0.047619047619047616,17,17,True,"1->0,0->1",1.0,1.0,0
76,17,True,0,0.0,,,False,constant,1.0,1.0,0
77,13,True,0,0.0,,,False,constant,1.0,1.0,0
78,15,True,0,0.0,,,False,constant,1.0,1.0,0
79,16,True,6,0.375,3,3,True,"1->0,0->1",1.0,1.0,0
80,10,True,0,0.0,,,False,constant,1.0,1.0,0
81,11,True,0,0.0,,,False,constant,1.0,1.0,0
82,34,True,0,0.0,,,False,constant,1.0,1.0,0
83,16,True,2,0.125,2,2,True,"1->0,0->1",1.0,1.0,0
84,17,True,0,0.0,,,False,constant,1.0,1.0,0
85,12,True,0,0.0,,,False,constant,1.0,1.0,0
86,18,True,0,0.0,,,False,constant,1.0,1.0,0
87,16,True,11,0.6875,5,5,False,1->0,1.0,1.0,0
88,21,True,0,0.0,,,False,constant,1.0,1.0,0
89,20,True,0,0.0,,,False,constant,1.0,1.0,0
90,13,True,0,0.0,,,False,constant,1.0,1.0,0
91,22,False,18,0.8181818181818182,4,4,False,1->0,1.0,1.0,0
92,22,True,0,0.0,,,False,constant,1.0,1.0,0
93,24,True,0,0.0,,,False,constant,1.0,1.0,0
94,22,True,18,0.8181818181818182,0,0,True,"0->1,1->0,0->1,1->0",1.0,1.0,0
95,15,True,0,0.0,,,False,constant,1.0,1.0,0
96,23,True,0,0.0,,,False,constant,1.0,1.0,0
97,26,False,19,0.7307692307692307,7,7,False,1->0,0.9692307692307691,0.9,0
98,15,True,0,0.0,,,False,constant,1.0,1.0,0
99,16,True,0,0.0,,,False,constant,1.0,1.0,0
100,25,False,20,0.8,3,3,True,"1->0,0->1,1->0",1.0,1.0,0
101,12,True,0,0.0,,,False,constant,1.0,1.0,0
102,46,True,27,0.5869565217391305,17,17,True,"1->0,0->1,1->0",0.8499999999999999,0.5,13
103,16,True,0,0.0,,,False,constant,1.0,1.0,0
104,19,False,13,0.6842105263157895,6,6,False,1->0,1.0,1.0,0
105,15,True,0,0.0,,,False,constant,1.0,1.0,0
106,12,True,0,0.0,,,False,constant,1.0,1.0,0
107,12,True,0,0.0,,,False,constant,1.0,1.0,0
108,15,True,0,0.0,,,False,constant,1.0,1.0,0
109,20,True,0,0.0,,,False,constant,1.0,1.0,0
110,15,False,3,0.2,12,12,False,1->0,0.9933333333333334,0.9,0
111,11,True,0,0.0,,,False,constant,1.0,1.0,0
112,13,True,0,0.0,,,False,constant,1.0,1.0,0
113,12,True,0,0.0,,,False,constant,1.0,1.0,0
114,11,True,0,0.0,,,False,constant,1.0,1.0,0
115,14,True,0,0.0,,,False,constant,1.0,1.0,0
116,15,True,0,0.0,,,False,constant,1.0,1.0,0
117,14,True,0,0.0,,,False,constant,1.0,1.0,0
118,11,True,0,0.0,,,False,constant,1.0,1.0,0
119,9,True,0,0.0,,,False,constant,1.0,1.0,0
120,14,True,0,0.0,,,False,constant,1.0,1.0,0
121,10,True,0,0.0,,,False,constant,1.0,1.0,0
122,16,True,1,0.0625,12,12,True,"1->0,0->1",0.99375,0.9,0
123,12,True,0,0.0,,,False,constant,1.0,1.0,0
124,10,True,0,0.0,,,False,constant,1.0,1.0,0
125,18,True,0,0.0,,,False,constant,1.0,1.0,0
126,14,True,0,0.0,,,False,constant,1.0,1.0,0
127,11,True,0,0.0,,,False,constant,1.0,1.0,0
128,16,True,0,0.0,,,False,constant,1.0,1.0,0
129,15,True,0,0.0,,,False,constant,1.0,1.0,0
130,17,True,14,0.8235294117647058,2,2,True,"1->0,0->1,1->0",0.9294117647058824,0.9,0
131,12,True,1,0.08333333333333333,2,2,True,"1->0,0->1",0.9916666666666667,0.9,0
132,26,False,6,0.23076923076923078,20,20,False,1->0,0.9884615384615383,0.9,0
133,16,True,7,0.4375,9,9,False,1->0,1.0,1.0,0
134,15,True,0,0.0,,,False,constant,1.0,1.0,0
135,7,True,0,0.0,,,False,constant,1.0,1.0,0
136,9,True,0,0.0,,,False,constant,1.0,1.0,0
137,17,True,0,0.0,,,False,constant,1.0,1.0,0
138,24,False,22,0.9166666666666666,0,0,True,"0->1,1->0",0.9916666666666667,0.9,0
139,13,True,0,0.0,,,False,constant,1.0,1.0,0
140,18,True,0,0.0,,,False,constant,1.0,1.0,0
141,32,True,0,0.0,,,False,constant,1.0,1.0,0
142,14,True,7,0.5,7,7,False,1->0,1.0,1.0,0
143,19,True,1,0.05263157894736842,0,0,True,0->1,0.9894736842105264,0.8,0
144,32,True,22,0.6875,6,6,True,"1->0,0->1,1->0",0.9453125,0.9,0
145,11,True,0,0.0,,,False,constant,1.0,1.0,0
146,21,True,7,0.3333333333333333,2,2,True,"1->0,0->1,1->0,0->1,1->0,0->1",0.9857142857142857,0.9,0
147,12,True,0,0.0,,,False,constant,1.0,1.0,0
148,13,True,0,0.0,,,False,constant,1.0,1.0,0
149,10,True,0,0.0,,,False,constant,1.0,1.0,0
150,25,True,20,0.8,5,5,False,1->0,1.0,1.0,0
151,13,True,0,0.0,,,False,constant,1.0,1.0,0
152,19,True,0,0.0,,,False,constant,1.0,1.0,0
153,9,True,0,0.0,,,False,constant,1.0,1.0,0
154,17,True,0,0.0,,,False,constant,1.0,1.0,0
155,15,True,0,0.0,,,False,constant,1.0,1.0,0
156,26,False,15,0.5769230769230769,11,11,False,1->0,0.9519230769230768,0.9,0
157,16,True,0,0.0,,,False,constant,1.0,1.0,0
158,18,True,0,0.0,,,False,constant,1.0,1.0,0
159,11,True,0,0.0,,,False,constant,1.0,1.0,0
160,17,True,0,0.0,,,False,constant,1.0,1.0,0
161,21,True,0,0.0,,,False,constant,1.0,1.0,0
162,13,True,0,0.0,,,False,constant,1.0,1.0,0
163,18,True,1,0.05555555555555555,8,8,True,"1->0,0->1",0.9944444444444444,0.9,0
164,16,True,0,0.0,,,False,constant,1.0,1.0,0
165,16,True,0,0.0,,,False,constant,1.0,1.0,0
166,10,True,0,0.0,,,False,constant,1.0,1.0,0
167,15,True,0,0.0,,,False,constant,1.0,1.0,0
168,7,True,1,0.14285714285714285,3,3,True,"1->0,0->1",0.9857142857142858,0.9,0
169,14,True,0,0.0,,,False,constant,1.0,1.0,0
170,17,False,4,0.23529411764705882,13,13,False,1->0,0.976470588235294,0.9,0
171,17,True,0,0.0,,,False,constant,1.0,1.0,0
172,23,True,0,0.0,,,False,constant,1.0,1.0,0
173,19,False,15,0.7894736842105263,4,4,False,1->0,1.0,1.0,0
174,21,True,0,0.0,,,False,constant,1.0,1.0,0
175,12,True,0,0.0,,,False,constant,1.0,1.0,0
176,7,True,0,0.0,,,False,constant,1.0,1.0,0
177,11,True,0,0.0,,,False,constant,1.0,1.0,0
178,15,True,0,0.0,,,False,constant,1.0,1.0,0
179,15,False,11,0.7333333333333333,3,3,True,"1->0,0->1,1->0",0.9666666666666667,0.9,0
180,17,True,0,0.0,,,False,constant,1.0,1.0,0
181,17,True,1,0.058823529411764705,11,11,True,"1->0,0->1",1.0,1.0,0
182,31,True,7,0.22580645161290322,23,23,True,"1->0,0->1",0.9935483870967741,0.9,0
183,11,True,4,0.36363636363636365,5,5,True,"1->0,0->1",1.0,1.0,0
184,20,True,0,0.0,,,False,constant,1.0,1.0,0
185,15,True,2,0.13333333333333333,10,10,True,"1->0,0->1",1.0,1.0,0
186,9,True,0,0.0,,,False,constant,1.0,1.0,0
187,13,False,4,0.3076923076923077,9,9,False,1->0,1.0,1.0,0
188,9,True,0,0.0,,,False,constant,1.0,1.0,0
189,18,True,0,0.0,,,False,constant,1.0,1.0,0
190,8,True,0,0.0,,,False,constant,1.0,1.0,0
191,18,False,9,0.5,9,9,False,1->0,0.9666666666666666,0.9,0
192,11,True,0,0.0,,,False,constant,1.0,1.0,0
193,16,True,0,0.0,,,False,constant,1.0,1.0,0
194,19,True,2,0.10526315789473684,5,5,True,"1->0,0->1,1->0,0->1",0.994736842105263,0.9,0
195,14,True,1,0.07142857142857142,3,3,True,"1->0,0->1",1.0,1.0,0
196,12,True,0,0.0,,,False,constant,1.0,1.0,0
197,8,True,0,0.0,,,False,constant,1.0,1.0,0
198,12,True,0,0.0,,,False,constant,1.0,1.0,0
199,11,True,0,0.0,,,False,constant,1.0,1.0,0
