question_id,chunks,final_correct,error_chunks,error_fraction,first_error_chunk_id,first_error_index,zero_to_one_flip,transition_pattern,judge_confidence_mean,judge_confidence_min,low_confidence_chunks_lt_0p6
161,15,True,0,0.0,,,False,constant,1.0,1.0,0
162,58,False,0,0.0,,,False,constant,1.0,1.0,0
163,26,True,14,0.5384615384615384,7,7,True,"1->0,0->1,1->0,0->1",0.7307692307692307,0.5,14
164,35,False,8,0.22857142857142856,2,2,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0",0.8857142857142857,0.5,8
165,29,True,2,0.06896551724137931,4,4,True,"1->0,0->1,1->0,0->1",0.996551724137931,0.9,0
166,33,False,18,0.5454545454545454,11,11,True,"1->0,0->1,1->0,0->1,1->0,0->1",0.9090909090909091,0.5,3
167,15,True,2,0.13333333333333333,4,4,True,"1->0,0->1,1->0,0->1",1.0,1.0,0
168,57,False,54,0.9473684210526315,3,3,False,1->0,0.8140350877192983,0.5,13
169,40,True,0,0.0,,,False,constant,1.0,1.0,0
170,94,True,4,0.0425531914893617,21,21,True,"1->0,0->1,1->0,0->1",0.9787234042553191,0.5,4
171,23,True,1,0.043478260869565216,11,11,True,"1->0,0->1",0.9782608695652174,0.5,1
172,32,True,8,0.25,1,1,True,"1->0,0->1",0.875,0.5,8
173,47,True,3,0.06382978723404255,25,25,True,"1->0,0->1,1->0,0->1,1->0,0->1",0.9680851063829787,0.5,3
174,33,True,8,0.24242424242424243,0,0,True,"0->1,1->0,0->1,1->0,0->1",0.8787878787878788,0.5,8
175,40,True,9,0.225,3,3,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1",0.8875,0.5,9
176,15,False,1,0.06666666666666667,2,2,True,"1->0,0->1",1.0,1.0,0
177,21,False,5,0.23809523809523808,8,8,True,"1->0,0->1,1->0",0.976190476190476,0.9,0
178,19,True,0,0.0,,,False,constant,1.0,1.0,0
179,55,True,1,0.01818181818181818,17,17,True,"1->0,0->1",0.990909090909091,0.5,1
180,21,False,0,0.0,,,False,constant,1.0,1.0,0
181,19,True,1,0.05263157894736842,10,10,True,"1->0,0->1",0.9736842105263158,0.5,1
182,17,True,1,0.058823529411764705,14,14,True,"1->0,0->1",0.9941176470588234,0.9,0
183,45,True,1,0.022222222222222223,5,5,True,"1->0,0->1",0.9888888888888889,0.5,1
184,54,False,34,0.6296296296296297,19,19,True,"1->0,0->1,1->0",0.8777777777777778,0.5,8
185,17,True,1,0.058823529411764705,13,13,True,"1->0,0->1",0.9705882352941176,0.5,1
186,21,True,19,0.9047619047619048,2,2,False,1->0,0.5476190476190477,0.5,19
187,28,True,0,0.0,,,False,constant,1.0,1.0,0
188,66,True,19,0.2878787878787879,1,1,True,"1->0,0->1,1->0,0->1,1->0,0->1",0.8636363636363636,0.5,18
189,31,False,22,0.7096774193548387,9,9,False,1->0,0.9290322580645158,0.9,0
190,33,True,0,0.0,,,False,constant,1.0,1.0,0
191,23,True,6,0.2608695652173913,0,0,True,"0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1",0.8695652173913043,0.5,6
192,29,True,0,0.0,,,False,constant,1.0,1.0,0
193,21,True,0,0.0,,,False,constant,1.0,1.0,0
194,54,True,0,0.0,,,False,constant,1.0,1.0,0
195,18,True,4,0.2222222222222222,10,10,True,"1->0,0->1",0.8888888888888888,0.5,4
196,20,True,1,0.05,2,2,True,"1->0,0->1",0.975,0.5,1
197,65,True,15,0.23076923076923078,3,3,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1",0.8846153846153846,0.5,15
198,28,False,1,0.03571428571428571,9,9,True,"1->0,0->1",1.0,1.0,0
199,27,True,5,0.18518518518518517,19,19,True,"1->0,0->1,1->0,0->1",0.9074074074074074,0.5,5
200,27,True,0,0.0,,,False,constant,1.0,1.0,0
201,46,True,9,0.1956521739130435,0,0,True,"0->1,1->0,0->1,1->0,0->1,1->0,0->1",0.9108695652173913,0.5,8
202,32,True,0,0.0,,,False,constant,1.0,1.0,0
203,33,True,7,0.21212121212121213,9,9,True,"1->0,0->1,1->0,0->1",0.8939393939393939,0.5,7
204,47,False,16,0.3404255319148936,0,0,True,"0->1,1->0",0.9648936170212763,0.9,0
205,49,True,1,0.02040816326530612,43,43,True,"1->0,0->1",0.9979591836734694,0.9,0
206,39,True,17,0.4358974358974359,8,8,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1",0.782051282051282,0.5,17
207,24,True,0,0.0,,,False,constant,1.0,1.0,0
208,24,True,2,0.08333333333333333,0,0,True,"0->1,1->0,0->1",0.9916666666666667,0.9,0
209,46,False,23,0.5,19,19,True,"1->0,0->1,1->0",0.75,0.5,23
210,21,True,0,0.0,,,False,constant,1.0,1.0,0
211,14,True,0,0.0,,,False,constant,1.0,1.0,0
212,30,True,1,0.03333333333333333,2,2,True,"1->0,0->1",0.9833333333333333,0.5,1
213,42,False,5,0.11904761904761904,20,20,True,"1->0,0->1",0.9880952380952381,0.9,0
214,37,False,3,0.08108108108108109,8,8,True,"1->0,0->1,1->0",0.9918918918918918,0.9,0
215,23,True,8,0.34782608695652173,2,2,True,"1->0,0->1,1->0,0->1",0.8260869565217391,0.5,8
216,32,True,31,0.96875,1,1,False,1->0,0.909375,0.9,0
217,27,False,0,0.0,,,False,constant,1.0,1.0,0
218,27,True,0,0.0,,,False,constant,1.0,1.0,0
219,70,False,37,0.5285714285714286,11,11,True,"1->0,0->1,1->0,0->1,1->0",0.9471428571428573,0.9,0
220,18,True,6,0.3333333333333333,6,6,True,"1->0,0->1",1.0,1.0,0
221,42,True,22,0.5238095238095238,16,16,True,"1->0,0->1,1->0,0->1,1->0",0.7380952380952381,0.5,22
222,42,False,3,0.07142857142857142,39,39,False,1->0,0.9928571428571428,0.9,0
223,17,True,0,0.0,,,False,constant,1.0,1.0,0
224,38,False,15,0.39473684210526316,3,3,True,"1->0,0->1,1->0,0->1,1->0",0.8552631578947366,0.5,10
225,19,True,1,0.05263157894736842,0,0,True,0->1,0.994736842105263,0.9,0
226,15,True,2,0.13333333333333333,6,6,True,"1->0,0->1,1->0,0->1",0.9866666666666667,0.9,0
227,17,True,10,0.5882352941176471,3,3,True,"1->0,0->1,1->0,0->1,1->0",0.7058823529411765,0.5,10
228,70,True,20,0.2857142857142857,4,4,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1",0.8571428571428571,0.5,20
229,19,True,0,0.0,,,False,constant,1.0,1.0,0
230,50,True,4,0.08,9,9,True,"1->0,0->1,1->0,0->1,1->0,0->1",0.96,0.5,4
231,58,True,0,0.0,,,False,constant,1.0,1.0,0
232,37,True,19,0.5135135135135135,1,1,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1",0.731081081081081,0.5,19
233,25,True,1,0.04,17,17,True,"1->0,0->1",0.98,0.5,1
234,25,True,13,0.52,1,1,True,"1->0,0->1,1->0,0->1",0.74,0.5,13
235,64,False,9,0.140625,0,0,True,"0->1,1->0,0->1",0.9390625,0.5,7
236,58,False,4,0.06896551724137931,54,54,False,1->0,0.9741379310344828,0.5,2
237,40,True,7,0.175,0,0,True,"0->1,1->0,0->1,1->0,0->1",0.9324999999999999,0.5,5
238,20,True,5,0.25,1,1,True,"1->0,0->1,1->0,0->1",0.875,0.5,5
239,82,False,4,0.04878048780487805,0,0,True,"0->1,1->0,0->1,1->0,0->1,1->0,0->1",0.9853658536585366,0.5,2
240,53,False,43,0.8113207547169812,4,4,True,"1->0,0->1,1->0,0->1,1->0",0.5943396226415094,0.5,43
241,55,True,1,0.01818181818181818,41,41,True,"1->0,0->1",0.990909090909091,0.5,1
242,35,False,2,0.05714285714285714,15,15,True,"1->0,0->1,1->0,0->1",0.9714285714285714,0.5,2
243,29,True,3,0.10344827586206896,8,8,True,"1->0,0->1,1->0,0->1,1->0,0->1",0.9758620689655173,0.5,1
244,71,True,1,0.014084507042253521,50,50,True,"1->0,0->1",0.9929577464788732,0.5,1
245,53,False,14,0.2641509433962264,0,0,True,"0->1,1->0,0->1,1->0",0.8679245283018868,0.5,14
246,14,True,6,0.42857142857142855,4,4,True,"1->0,0->1",0.9571428571428572,0.9,0
247,33,True,0,0.0,,,False,constant,1.0,1.0,0
248,65,False,10,0.15384615384615385,7,7,True,"1->0,0->1,1->0",0.9592307692307692,0.5,4
249,40,False,13,0.325,0,0,True,"0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0",0.8375,0.5,13
250,50,True,5,0.1,31,31,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0",0.95,0.5,5
251,30,True,0,0.0,,,False,constant,1.0,1.0,0
252,47,True,1,0.02127659574468085,6,6,True,"1->0,0->1",1.0,1.0,0
253,14,True,0,0.0,,,False,constant,1.0,1.0,0
254,22,True,0,0.0,,,False,constant,1.0,1.0,0
255,26,True,0,0.0,,,False,constant,1.0,1.0,0
256,23,True,5,0.21739130434782608,9,9,True,"1->0,0->1,1->0,0->1",0.8913043478260869,0.5,5
257,31,False,2,0.06451612903225806,11,11,True,"1->0,0->1",0.9935483870967742,0.9,0
258,38,True,0,0.0,,,False,constant,1.0,1.0,0
259,16,True,0,0.0,,,False,constant,1.0,1.0,0
260,31,True,18,0.5806451612903226,1,1,True,"1->0,0->1",0.7096774193548387,0.5,18
261,18,True,7,0.3888888888888889,1,1,True,"1->0,0->1,1->0,0->1",0.8055555555555556,0.5,7
262,22,True,0,0.0,,,False,constant,1.0,1.0,0
263,26,True,4,0.15384615384615385,6,6,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1",0.9846153846153847,0.9,0
264,35,False,10,0.2857142857142857,24,24,True,"1->0,0->1,1->0",0.9485714285714284,0.5,2
265,19,True,1,0.05263157894736842,0,0,True,0->1,0.994736842105263,0.9,0
266,41,False,0,0.0,,,False,constant,1.0,1.0,0
267,30,True,1,0.03333333333333333,8,8,True,"1->0,0->1",0.9966666666666666,0.9,0
268,18,True,0,0.0,,,False,constant,1.0,1.0,0
269,30,True,4,0.13333333333333333,23,23,True,"1->0,0->1",0.9866666666666665,0.9,0
270,23,True,1,0.043478260869565216,5,5,True,"1->0,0->1",1.0,1.0,0
271,29,True,0,0.0,,,False,constant,1.0,1.0,0
272,45,True,3,0.06666666666666667,8,8,True,"1->0,0->1,1->0,0->1,1->0,0->1",0.9844444444444443,0.5,1
273,26,True,6,0.23076923076923078,0,0,True,"0->1,1->0,0->1,1->0,0->1,1->0,0->1",0.9692307692307693,0.8,0
274,14,False,12,0.8571428571428571,1,1,True,"1->0,0->1,1->0",0.742857142857143,0.5,6
275,14,True,3,0.21428571428571427,2,2,True,"1->0,0->1,1->0,0->1",0.8928571428571429,0.5,3
276,27,True,2,0.07407407407407407,2,2,True,"1->0,0->1",0.9629629629629629,0.5,2
277,24,True,2,0.08333333333333333,11,11,True,"1->0,0->1,1->0",0.9583333333333334,0.5,2
278,39,True,0,0.0,,,False,constant,1.0,1.0,0
279,35,False,7,0.2,16,16,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0",0.9342857142857144,0.5,4
280,32,True,6,0.1875,4,4,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1",0.90625,0.5,6
281,37,True,9,0.24324324324324326,28,28,False,1->0,0.9756756756756755,0.9,0
282,17,False,10,0.5882352941176471,7,7,False,1->0,0.7647058823529411,0.5,8
283,26,True,0,0.0,,,False,constant,1.0,1.0,0
284,18,False,11,0.6111111111111112,7,7,False,1->0,0.8333333333333334,0.5,6
285,129,False,85,0.6589147286821705,14,14,True,"1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0",0.6693798449612403,0.5,85
286,86,False,41,0.47674418604651164,0,0,True,"0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0,0->1,1->0",0.8686046511627912,0.5,16
287,42,True,2,0.047619047619047616,11,11,True,"1->0,0->1,1->0,0->1",0.9952380952380951,0.9,0
288,39,True,0,0.0,,,False,constant,1.0,1.0,0
289,28,True,0,0.0,,,False,constant,1.0,1.0,0
